id,age,click,full_name,gender,device_type,ad_position,browsing_history,time_of_day
5055.0,45.0,1.0,User5055,Male,Desktop,Bottom,Education,Morning
6724.0,37.0,1.0,User6724,Female,Desktop,Top,Entertainment,Evening
8253.0,57.0,1.0,User8253,Non-Binary,Desktop,Bottom,Entertainment,Morning
4945.0,31.0,1.0,User4945,Female,Tablet,Top,Entertainment,Morning
1729.0,26.0,1.0,User1729,Female,Mobile,Top,Entertainment,Afternoon
6862.0,51.0,1.0,User6862,Male,Tablet,Side,Entertainment,Morning
4985.0,37.0,0.0,User4985,Male,Mobile,Top,News,Evening
7361.0,44.8,0.0,User7361,Female,Mobile,Top,Entertainment,Afternoon
1524.0,24.0,1.0,User1524,Female,Mobile,Bottom,Entertainment,Night
2542.0,58.0,1.0,User2542,Non-Binary,Mobile,Side,Entertainment,Evening
119.0,59.0,1.0,User119,Female,Tablet,Top,Entertainment,Morning
5881.0,26.0,1.0,User5881,Non-Binary,Tablet,Top,Entertainment,Morning
9642.0,41.0,1.0,User9642,Non-Binary,Desktop,Bottom,Entertainment,Evening
1171.0,48.2,1.0,User1171,Female,Mobile,Bottom,Entertainment,Night
1612.0,40.0,1.0,User1612,Female,Mobile,Bottom,News,Morning
9586.0,40.0,0.0,User9586,Female,Desktop,Bottom,Shopping,Afternoon
7661.0,48.0,1.0,User7661,Female,Mobile,Side,News,Night
4228.0,35.2,1.0,User4228,Female,Desktop,Side,Entertainment,Morning
5574.0,52.0,1.0,User5574,Female,Desktop,Bottom,Entertainment,Afternoon
120.0,59.0,0.0,User120,Female,Desktop,Side,Entertainment,Night
6143.0,29.0,1.0,User6143,Female,Desktop,Bottom,Entertainment,Afternoon
301.0,59.0,1.0,User301,Male,Tablet,Side,Social Media,Morning
5301.0,45.8,1.0,User5301,Male,Desktop,Side,Social Media,Morning
5439.0,38.0,1.0,User5439,Female,Desktop,Bottom,Social Media,Afternoon
9806.0,58.0,1.0,User9806,Male,Tablet,Bottom,Entertainment,Morning
9888.0,49.0,1.0,User9888,Male,Mobile,Top,News,Morning
4525.0,39.4,0.0,User4525,Female,Mobile,Top,Entertainment,Morning
6153.0,30.0,1.0,User6153,Female,Desktop,Side,Entertainment,Night
7498.0,31.2,1.0,User7498,Male,Desktop,Side,Shopping,Afternoon
9736.0,46.0,1.0,User9736,Female,Desktop,Bottom,Education,Evening
2244.0,42.0,0.0,User2244,Female,Mobile,Top,Entertainment,Evening
4952.0,41.0,0.0,User4952,Female,Desktop,Bottom,Entertainment,Night
4855.0,36.2,0.0,User4855,Non-Binary,Desktop,Top,Entertainment,Morning
9590.0,41.6,0.0,User9590,Non-Binary,Tablet,Bottom,Entertainment,Morning
813.0,42.6,1.0,User813,Female,Tablet,Top,Education,Morning
4957.0,58.0,1.0,User4957,Male,Desktop,Bottom,Social Media,Evening
9431.0,32.4,1.0,User9431,Female,Mobile,Top,Entertainment,Afternoon
6935.0,34.2,0.0,User6935,Male,Mobile,Bottom,Entertainment,Morning
2431.0,54.0,1.0,User2431,Male,Desktop,Top,Entertainment,Night
3164.0,40.6,1.0,User3164,Female,Desktop,Bottom,Entertainment,Evening
4756.0,59.0,1.0,User4756,Non-Binary,Mobile,Bottom,Education,Evening
1524.0,24.0,1.0,User1524,Female,Mobile,Bottom,Entertainment,Night
7674.0,43.0,1.0,User7674,Female,Desktop,Bottom,News,Afternoon
6251.0,44.0,1.0,User6251,Non-Binary,Desktop,Side,Shopping,Morning
6751.0,41.2,0.0,User6751,Female,Tablet,Bottom,Entertainment,Evening
9996.0,48.0,0.0,User9996,Female,Desktop,Top,Shopping,Evening
2973.0,27.0,1.0,User2973,Non-Binary,Desktop,Bottom,Entertainment,Night
6315.0,36.0,1.0,User6315,Female,Desktop,Top,Entertainment,Afternoon
7065.0,57.0,1.0,User7065,Female,Desktop,Bottom,Entertainment,Morning
9412.0,34.0,1.0,User9412,Female,Desktop,Bottom,Social Media,Morning
3458.0,43.6,0.0,User3458,Female,Tablet,Bottom,Entertainment,Morning
6121.0,38.4,0.0,User6121,Female,Desktop,Top,Entertainment,Afternoon
487.0,28.0,1.0,User487,Female,Mobile,Side,Entertainment,Afternoon
3266.0,34.6,1.0,User3266,Male,Tablet,Top,News,Afternoon
5574.0,52.0,1.0,User5574,Female,Desktop,Bottom,Shopping,Afternoon
6553.0,53.4,1.0,User6553,Female,Desktop,Bottom,Education,Morning
8996.0,22.0,0.0,User8996,Female,Desktop,Bottom,Entertainment,Evening
503.0,43.0,1.0,User503,Female,Desktop,Bottom,Social Media,Morning
4581.0,51.0,0.0,User4581,Female,Desktop,Top,Entertainment,Morning
3266.0,34.6,1.0,User3266,Male,Tablet,Top,News,Afternoon
8956.0,35.4,1.0,User8956,Male,Tablet,Bottom,News,Morning
9990.0,25.0,1.0,User9990,Male,Desktop,Side,Entertainment,Night
7426.0,30.4,0.0,User7426,Female,Mobile,Side,Entertainment,Night
6100.0,33.2,1.0,User6100,Female,Desktop,Bottom,Education,Morning
3543.0,55.0,1.0,User3543,Female,Desktop,Top,Entertainment,Night
7866.0,51.0,1.0,User7866,Female,Mobile,Top,Social Media,Morning
7917.0,36.6,0.0,User7917,Non-Binary,Tablet,Side,Entertainment,Afternoon
63.0,41.4,0.0,User63,Female,Tablet,Top,Social Media,Morning
5340.0,19.0,0.0,User5340,Female,Mobile,Side,Entertainment,Night
2907.0,55.0,0.0,User2907,Female,Mobile,Side,News,Morning
7545.0,25.0,0.0,User7545,Male,Tablet,Bottom,News,Evening
3746.0,37.8,1.0,User3746,Female,Desktop,Bottom,Entertainment,Morning
6906.0,38.2,1.0,User6906,Female,Mobile,Top,Entertainment,Morning
1665.0,19.0,0.0,User1665,Female,Mobile,Bottom,Entertainment,Afternoon
1762.0,41.0,1.0,User1762,Male,Desktop,Bottom,Entertainment,Afternoon
8201.0,59.0,0.0,User8201,Female,Desktop,Bottom,Social Media,Morning
4086.0,39.6,1.0,User4086,Female,Desktop,Top,Entertainment,Morning
9896.0,45.0,0.0,User9896,Female,Desktop,Side,Entertainment,Afternoon
1503.0,19.0,1.0,User1503,Female,Desktop,Side,Entertainment,Morning
571.0,47.8,0.0,User571,Male,Tablet,Bottom,Social Media,Afternoon
7591.0,38.4,0.0,User7591,Male,Desktop,Top,Entertainment,Night
5531.0,34.0,1.0,User5531,Male,Desktop,Top,News,Morning
5419.0,34.0,1.0,User5419,Male,Tablet,Bottom,Entertainment,Morning
9921.0,38.8,0.0,User9921,Female,Desktop,Side,Entertainment,Night
5338.0,51.0,1.0,User5338,Male,Mobile,Bottom,Social Media,Morning
5821.0,31.0,0.0,User5821,Female,Desktop,Bottom,Education,Morning
4890.0,43.0,1.0,User4890,Male,Desktop,Bottom,Education,Afternoon
9992.0,25.0,1.0,User9992,Male,Desktop,Side,Shopping,Evening
9153.0,61.0,0.0,User9153,Non-Binary,Tablet,Bottom,Entertainment,Morning
2096.0,48.0,1.0,User2096,Non-Binary,Desktop,Top,Entertainment,Night
4777.0,44.4,0.0,User4777,Female,Tablet,Side,Entertainment,Morning
6683.0,26.0,1.0,User6683,Female,Tablet,Bottom,Entertainment,Night
6880.0,47.0,1.0,User6880,Female,Mobile,Side,News,Night
2021.0,41.0,1.0,User2021,Female,Mobile,Bottom,Entertainment,Night
5986.0,32.0,0.0,User5986,Female,Desktop,Side,Entertainment,Morning
5484.0,64.0,0.0,User5484,Female,Mobile,Side,Education,Morning
8948.0,25.0,1.0,User8948,Female,Mobile,Bottom,Education,Morning
3109.0,37.4,1.0,User3109,Female,Desktop,Side,Entertainment,Morning
3042.0,34.0,1.0,User3042,Female,Desktop,Side,Entertainment,Afternoon
3225.0,23.0,1.0,User3225,Female,Tablet,Bottom,Entertainment,Morning
3801.0,26.0,1.0,User3801,Non-Binary,Desktop,Side,Entertainment,Evening
1190.0,47.8,1.0,User1190,Non-Binary,Tablet,Bottom,Education,Morning
1077.0,53.2,1.0,User1077,Non-Binary,Desktop,Top,Entertainment,Afternoon
3062.0,34.0,1.0,User3062,Male,Desktop,Bottom,Entertainment,Morning
6060.0,30.8,0.0,User6060,Female,Desktop,Top,News,Morning
4697.0,41.4,1.0,User4697,Female,Mobile,Side,Entertainment,Afternoon
6849.0,39.0,1.0,User6849,Female,Mobile,Bottom,Entertainment,Night
1908.0,26.0,1.0,User1908,Female,Mobile,Bottom,Entertainment,Morning
5703.0,55.0,0.0,User5703,Female,Tablet,Side,Shopping,Night
4856.0,21.0,0.0,User4856,Female,Desktop,Top,Entertainment,Evening
1197.0,62.0,1.0,User1197,Male,Mobile,Top,Social Media,Night
9307.0,48.4,0.0,User9307,Female,Desktop,Bottom,Social Media,Evening
8683.0,26.0,0.0,User8683,Female,Desktop,Side,Entertainment,Morning
820.0,39.0,0.0,User820,Non-Binary,Mobile,Side,Social Media,Afternoon
6315.0,36.0,1.0,User6315,Female,Desktop,Top,Entertainment,Afternoon
8010.0,24.0,0.0,User8010,Female,Desktop,Top,Entertainment,Morning
2364.0,54.0,0.0,User2364,Female,Desktop,Side,Entertainment,Afternoon
4507.0,42.0,0.0,User4507,Female,Desktop,Bottom,Entertainment,Morning
1549.0,56.0,1.0,User1549,Female,Desktop,Top,Entertainment,Afternoon
4630.0,19.0,0.0,User4630,Non-Binary,Tablet,Side,Shopping,Evening
3577.0,58.0,0.0,User3577,Female,Desktop,Side,Social Media,Afternoon
5845.0,42.4,0.0,User5845,Female,Tablet,Bottom,Shopping,Morning
8253.0,57.0,1.0,User8253,Non-Binary,Desktop,Bottom,Entertainment,Morning
5418.0,34.0,1.0,User5418,Male,Desktop,Top,Entertainment,Morning
255.0,31.0,1.0,User255,Female,Desktop,Bottom,Entertainment,Night
4621.0,20.0,1.0,User4621,Female,Desktop,Bottom,Entertainment,Morning
1704.0,61.0,1.0,User1704,Female,Desktop,Bottom,Entertainment,Morning
118.0,43.0,0.0,User118,Female,Tablet,Bottom,Social Media,Night
8957.0,35.0,1.0,User8957,Female,Mobile,Top,Entertainment,Morning
3314.0,35.0,0.0,User3314,Female,Tablet,Top,News,Evening
5995.0,41.0,0.0,User5995,Male,Desktop,Top,Entertainment,Morning
3007.0,42.0,0.0,User3007,Male,Desktop,Top,Shopping,Night
1325.0,36.6,1.0,User1325,Female,Desktop,Side,Entertainment,Evening
756.0,36.6,0.0,User756,Female,Desktop,Bottom,Entertainment,Evening
5194.0,53.0,1.0,User5194,Male,Mobile,Top,Entertainment,Morning
4611.0,20.0,0.0,User4611,Female,Tablet,Bottom,Social Media,Night
2023.0,19.0,1.0,User2023,Non-Binary,Desktop,Bottom,Entertainment,Morning
2565.0,38.0,0.0,User2565,Non-Binary,Desktop,Bottom,Shopping,Night
2965.0,40.0,0.0,User2965,Non-Binary,Tablet,Top,Shopping,Morning
8041.0,36.4,1.0,User8041,Female,Mobile,Bottom,Entertainment,Afternoon
6258.0,45.4,1.0,User6258,Female,Tablet,Top,Entertainment,Night
3375.0,52.0,1.0,User3375,Female,Mobile,Bottom,Education,Morning
7805.0,36.0,0.0,User7805,Male,Mobile,Bottom,Entertainment,Afternoon
3062.0,34.0,1.0,User3062,Male,Desktop,Bottom,Entertainment,Evening
6449.0,42.0,1.0,User6449,Female,Desktop,Top,Shopping,Night
9647.0,34.0,0.0,User9647,Non-Binary,Desktop,Side,Entertainment,Evening
5439.0,38.0,1.0,User5439,Female,Tablet,Side,Social Media,Afternoon
9400.0,29.4,1.0,User9400,Non-Binary,Mobile,Side,Education,Night
1914.0,42.0,1.0,User1914,Female,Desktop,Bottom,Shopping,Morning
9732.0,27.0,0.0,User9732,Male,Desktop,Bottom,Education,Evening
5642.0,57.0,0.0,User5642,Female,Tablet,Bottom,News,Morning
9689.0,40.4,1.0,User9689,Male,Desktop,Bottom,Entertainment,Morning
7655.0,39.0,0.0,User7655,Female,Desktop,Bottom,Entertainment,Morning
5780.0,54.2,1.0,User5780,Female,Mobile,Bottom,Entertainment,Morning
2976.0,36.2,0.0,User2976,Female,Desktop,Bottom,Shopping,Afternoon
6262.0,49.0,0.0,User6262,Female,Desktop,Bottom,Entertainment,Morning
3663.0,45.0,0.0,User3663,Female,Mobile,Bottom,Social Media,Morning
8103.0,59.0,0.0,User8103,Non-Binary,Desktop,Top,Entertainment,Night
2757.0,35.0,0.0,User2757,Female,Mobile,Bottom,Social Media,Night
9136.0,49.8,1.0,User9136,Non-Binary,Desktop,Side,Entertainment,Afternoon
6974.0,53.0,0.0,User6974,Female,Desktop,Side,Education,Evening
1486.0,28.8,0.0,User1486,Female,Desktop,Side,Entertainment,Morning
606.0,49.2,1.0,User606,Female,Desktop,Bottom,Entertainment,Afternoon
1612.0,40.0,1.0,User1612,Female,Mobile,Side,News,Evening
6438.0,53.0,1.0,User6438,Non-Binary,Tablet,Bottom,Entertainment,Night
3225.0,23.0,1.0,User3225,Female,Desktop,Bottom,Entertainment,Morning
9842.0,43.0,1.0,User9842,Non-Binary,Mobile,Bottom,Shopping,Afternoon
8817.0,53.0,1.0,User8817,Male,Tablet,Bottom,Entertainment,Night
1020.0,44.4,1.0,User1020,Female,Mobile,Side,Education,Morning
1635.0,54.0,1.0,User1635,Female,Desktop,Top,Entertainment,Morning
3776.0,29.4,0.0,User3776,Female,Desktop,Top,Social Media,Evening
5412.0,35.0,1.0,User5412,Female,Mobile,Top,Entertainment,Evening
6989.0,28.0,1.0,User6989,Male,Mobile,Bottom,Shopping,Afternoon
8018.0,42.6,1.0,User8018,Female,Desktop,Side,Entertainment,Night
2529.0,49.0,1.0,User2529,Female,Desktop,Bottom,Entertainment,Afternoon
3285.0,32.8,0.0,User3285,Male,Tablet,Side,News,Morning
2156.0,46.0,1.0,User2156,Female,Tablet,Side,Entertainment,Morning
8530.0,52.0,1.0,User8530,Female,Mobile,Top,Social Media,Afternoon
9418.0,20.0,1.0,User9418,Male,Desktop,Side,News,Morning
8190.0,26.0,1.0,User8190,Female,Mobile,Side,Entertainment,Afternoon
1140.0,28.0,0.0,User1140,Male,Desktop,Side,Entertainment,Evening
3149.0,24.0,0.0,User3149,Male,Desktop,Top,Entertainment,Night
5629.0,46.2,1.0,User5629,Female,Tablet,Bottom,Entertainment,Night
9748.0,47.0,0.0,User9748,Non-Binary,Tablet,Bottom,Entertainment,Afternoon
4086.0,39.6,1.0,User4086,Female,Desktop,Top,Entertainment,Morning
9400.0,29.4,1.0,User9400,Non-Binary,Mobile,Side,Education,Night
6449.0,42.0,1.0,User6449,Female,Desktop,Top,Shopping,Night
9699.0,27.8,0.0,User9699,Female,Desktop,Bottom,Shopping,Morning
2809.0,42.0,0.0,User2809,Non-Binary,Desktop,Top,News,Afternoon
4089.0,39.0,0.0,User4089,Non-Binary,Tablet,Bottom,Entertainment,Afternoon
2885.0,33.6,0.0,User2885,Non-Binary,Desktop,Bottom,Education,Afternoon
1190.0,47.8,1.0,User1190,Non-Binary,Tablet,Bottom,Education,Morning
8068.0,36.8,0.0,User8068,Female,Mobile,Side,Shopping,Afternoon
5082.0,44.0,1.0,User5082,Female,Mobile,Top,Entertainment,Afternoon
1345.0,34.0,0.0,User1345,Female,Desktop,Top,Entertainment,Morning
4938.0,28.0,1.0,User4938,Male,Desktop,Side,Social Media,Evening
5623.0,53.0,1.0,User5623,Female,Desktop,Side,Entertainment,Morning
5329.0,54.0,1.0,User5329,Male,Tablet,Side,Entertainment,Evening
9990.0,25.0,1.0,User9990,Male,Desktop,Side,Entertainment,Night
3746.0,37.8,1.0,User3746,Male,Desktop,Top,Entertainment,Morning
7993.0,32.6,1.0,User7993,Non-Binary,Mobile,Bottom,Social Media,Morning
5955.0,59.0,1.0,User5955,Female,Tablet,Bottom,Entertainment,Evening
5100.0,42.0,1.0,User5100,Female,Mobile,Side,Shopping,Morning
6129.0,36.0,1.0,User6129,Female,Tablet,Bottom,Entertainment,Evening
4625.0,33.0,0.0,User4625,Non-Binary,Mobile,Top,News,Morning
8459.0,38.0,1.0,User8459,Non-Binary,Tablet,Bottom,Entertainment,Morning
3215.0,33.0,0.0,User3215,Male,Mobile,Side,Entertainment,Afternoon
4151.0,47.4,0.0,User4151,Female,Desktop,Bottom,Entertainment,Evening
8176.0,20.0,0.0,User8176,Male,Desktop,Top,News,Afternoon
1908.0,26.0,1.0,User1908,Male,Mobile,Bottom,Entertainment,Evening
2142.0,34.0,1.0,User2142,Non-Binary,Desktop,Bottom,Shopping,Afternoon
4212.0,46.4,0.0,User4212,Female,Desktop,Bottom,News,Morning
9137.0,35.0,0.0,User9137,Female,Desktop,Side,Social Media,Morning
8085.0,35.0,0.0,User8085,Non-Binary,Mobile,Bottom,Entertainment,Evening
933.0,41.0,0.0,User933,Female,Tablet,Bottom,Entertainment,Night
4779.0,44.4,0.0,User4779,Female,Tablet,Top,Entertainment,Afternoon
4925.0,47.0,0.0,User4925,Female,Desktop,Side,Entertainment,Evening
6167.0,20.0,1.0,User6167,Male,Mobile,Side,Shopping,Night
3818.0,27.0,0.0,User3818,Female,Desktop,Top,Shopping,Night
6919.0,45.0,0.0,User6919,Non-Binary,Desktop,Top,Social Media,Night
7779.0,36.0,0.0,User7779,Female,Desktop,Bottom,Entertainment,Morning
1612.0,40.0,1.0,User1612,Female,Mobile,Side,News,Evening
6441.0,53.0,1.0,User6441,Female,Desktop,Top,Entertainment,Night
7808.0,26.0,1.0,User7808,Female,Desktop,Top,Entertainment,Night
550.0,47.4,0.0,User550,Female,Desktop,Top,Entertainment,Morning
1612.0,40.0,1.0,User1612,Female,Mobile,Side,News,Evening
3644.0,30.6,1.0,User3644,Female,Mobile,Side,Entertainment,Evening
7422.0,20.0,1.0,User7422,Female,Desktop,Top,Entertainment,Evening
5732.0,34.8,1.0,User5732,Non-Binary,Desktop,Bottom,Entertainment,Evening
8222.0,27.0,1.0,User8222,Female,Tablet,Side,News,Afternoon
4450.0,45.0,0.0,User4450,Female,Mobile,Top,Entertainment,Evening
3277.0,31.8,0.0,User3277,Female,Mobile,Side,News,Morning
8174.0,20.0,1.0,User8174,Female,Mobile,Bottom,Entertainment,Morning
1127.0,31.0,1.0,User1127,Female,Desktop,Bottom,Entertainment,Afternoon
3345.0,39.0,1.0,User3345,Male,Desktop,Bottom,Entertainment,Night
6553.0,53.4,1.0,User6553,Female,Desktop,Bottom,Education,Morning
453.0,32.4,1.0,User453,Female,Tablet,Top,Entertainment,Afternoon
4345.0,60.2,0.0,User4345,Female,Desktop,Bottom,Education,Afternoon
6268.0,49.8,1.0,User6268,Female,Desktop,Bottom,Entertainment,Night
329.0,36.0,0.0,User329,Female,Desktop,Top,Entertainment,Night
9266.0,38.0,1.0,User9266,Female,Mobile,Bottom,Education,Afternoon
6917.0,48.6,0.0,User6917,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
8561.0,52.0,1.0,User8561,Male,Mobile,Bottom,Entertainment,Evening
9448.0,42.4,0.0,User9448,Non-Binary,Mobile,Side,Entertainment,Morning
7272.0,46.6,0.0,User7272,Female,Tablet,Bottom,News,Afternoon
234.0,19.0,1.0,User234,Female,Tablet,Bottom,Social Media,Morning
255.0,31.0,1.0,User255,Female,Desktop,Bottom,Entertainment,Night
2129.0,47.0,1.0,User2129,Female,Tablet,Bottom,Social Media,Evening
7678.0,53.0,0.0,User7678,Female,Desktop,Top,Social Media,Night
8515.0,41.6,1.0,User8515,Non-Binary,Mobile,Bottom,Entertainment,Night
2173.0,52.0,1.0,User2173,Female,Desktop,Bottom,Shopping,Night
5571.0,51.2,0.0,User5571,Female,Desktop,Side,Entertainment,Evening
9611.0,55.8,1.0,User9611,Male,Desktop,Side,Entertainment,Afternoon
5737.0,29.0,0.0,User5737,Female,Desktop,Top,Shopping,Night
7788.0,63.0,0.0,User7788,Non-Binary,Mobile,Side,Entertainment,Night
7471.0,46.6,1.0,User7471,Female,Mobile,Bottom,Entertainment,Morning
9811.0,44.2,0.0,User9811,Female,Mobile,Side,Entertainment,Morning
8115.0,20.0,1.0,User8115,Female,Mobile,Top,Social Media,Afternoon
217.0,44.0,0.0,User217,Female,Tablet,Bottom,Education,Morning
234.0,19.0,1.0,User234,Female,Desktop,Bottom,Social Media,Morning
6864.0,48.4,0.0,User6864,Female,Desktop,Side,Social Media,Evening
6462.0,36.0,1.0,User6462,Female,Tablet,Side,Education,Evening
1214.0,26.0,1.0,User1214,Female,Mobile,Bottom,News,Evening
3543.0,55.0,1.0,User3543,Female,Desktop,Top,Entertainment,Night
7214.0,62.0,0.0,User7214,Non-Binary,Mobile,Bottom,Education,Morning
3236.0,56.0,1.0,User3236,Female,Mobile,Bottom,Education,Morning
8957.0,35.0,1.0,User8957,Female,Desktop,Top,Entertainment,Morning
1214.0,26.0,1.0,User1214,Female,Mobile,Bottom,Entertainment,Evening
6576.0,62.0,1.0,User6576,Female,Desktop,Bottom,Entertainment,Morning
6602.0,45.4,1.0,User6602,Female,Desktop,Bottom,Entertainment,Morning
9400.0,29.4,1.0,User9400,Female,Mobile,Side,Education,Morning
5501.0,28.0,1.0,User5501,Non-Binary,Mobile,Bottom,Social Media,Evening
5084.0,44.0,1.0,User5084,Non-Binary,Tablet,Side,Entertainment,Morning
1020.0,44.4,1.0,User1020,Female,Desktop,Side,Entertainment,Morning
9618.0,59.4,0.0,User9618,Non-Binary,Desktop,Bottom,Education,Morning
4228.0,35.2,1.0,User4228,Female,Desktop,Side,Entertainment,Morning
7659.0,19.0,0.0,User7659,Female,Mobile,Top,News,Night
2003.0,45.2,0.0,User2003,Female,Desktop,Bottom,News,Afternoon
9736.0,46.0,1.0,User9736,Female,Desktop,Bottom,Education,Morning
487.0,28.0,1.0,User487,Male,Mobile,Side,Entertainment,Afternoon
4429.0,34.0,1.0,User4429,Female,Desktop,Top,Entertainment,Morning
998.0,35.0,1.0,User998,Female,Tablet,Top,Entertainment,Evening
8226.0,31.4,1.0,User8226,Female,Tablet,Bottom,Entertainment,Morning
9220.0,21.0,1.0,User9220,Female,Mobile,Side,Entertainment,Night
1420.0,62.0,1.0,User1420,Non-Binary,Desktop,Bottom,Entertainment,Morning
2485.0,57.0,1.0,User2485,Non-Binary,Mobile,Bottom,News,Morning
4841.0,21.0,0.0,User4841,Female,Desktop,Side,Education,Evening
8316.0,43.8,0.0,User8316,Male,Desktop,Bottom,Entertainment,Morning
3601.0,49.0,1.0,User3601,Non-Binary,Mobile,Bottom,Entertainment,Morning
9290.0,61.0,1.0,User9290,Female,Desktop,Bottom,Entertainment,Morning
5258.0,50.0,0.0,User5258,Non-Binary,Desktop,Side,Education,Night
9431.0,32.4,1.0,User9431,Male,Mobile,Top,Entertainment,Afternoon
885.0,49.0,0.0,User885,Female,Tablet,Side,Entertainment,Afternoon
7866.0,51.0,1.0,User7866,Female,Mobile,Bottom,Social Media,Morning
1110.0,43.0,0.0,User1110,Female,Mobile,Side,Entertainment,Morning
1539.0,43.0,1.0,User1539,Female,Mobile,Bottom,Education,Evening
2722.0,39.0,1.0,User2722,Female,Desktop,Top,Entertainment,Evening
5890.0,56.0,1.0,User5890,Female,Mobile,Bottom,News,Night
5062.0,44.8,0.0,User5062,Male,Tablet,Bottom,Entertainment,Night
6125.0,18.0,0.0,User6125,Female,Desktop,Bottom,Entertainment,Afternoon
2964.0,40.0,1.0,User2964,Non-Binary,Mobile,Side,Entertainment,Morning
6573.0,55.0,1.0,User6573,Non-Binary,Desktop,Side,Entertainment,Evening
2133.0,41.4,0.0,User2133,Female,Tablet,Side,Shopping,Morning
3014.0,45.0,1.0,User3014,Female,Mobile,Top,Entertainment,Morning
6619.0,36.0,0.0,User6619,Female,Tablet,Bottom,Social Media,Evening
579.0,45.8,0.0,User579,Female,Tablet,Side,Entertainment,Evening
3938.0,39.0,1.0,User3938,Male,Mobile,Bottom,Entertainment,Morning
949.0,51.4,0.0,User949,Female,Desktop,Top,Social Media,Morning
6145.0,29.0,0.0,User6145,Female,Desktop,Side,Education,Evening
9075.0,36.0,1.0,User9075,Female,Mobile,Bottom,Entertainment,Morning
3658.0,45.0,1.0,User3658,Female,Desktop,Side,Shopping,Night
7993.0,32.6,1.0,User7993,Non-Binary,Mobile,Bottom,Social Media,Morning
6602.0,45.4,1.0,User6602,Female,Desktop,Side,Entertainment,Night
2760.0,55.0,0.0,User2760,Female,Desktop,Top,Entertainment,Morning
4616.0,43.0,0.0,User4616,Female,Desktop,Side,Entertainment,Evening
1503.0,19.0,1.0,User1503,Female,Tablet,Side,Entertainment,Afternoon
9550.0,58.0,1.0,User9550,Female,Desktop,Top,Education,Afternoon
9227.0,28.2,1.0,User9227,Non-Binary,Desktop,Side,Entertainment,Morning
5522.0,19.0,0.0,User5522,Female,Desktop,Bottom,Entertainment,Night
7438.0,53.0,1.0,User7438,Non-Binary,Desktop,Side,News,Morning
5733.0,34.8,0.0,User5733,Female,Mobile,Bottom,Entertainment,Morning
4957.0,58.0,1.0,User4957,Male,Desktop,Bottom,Social Media,Evening
6771.0,47.4,1.0,User6771,Female,Desktop,Side,Entertainment,Morning
8442.0,54.0,0.0,User8442,Female,Tablet,Bottom,News,Evening
393.0,40.0,1.0,User393,Female,Desktop,Bottom,Shopping,Morning
8252.0,57.0,1.0,User8252,Male,Desktop,Side,Entertainment,Night
8947.0,22.0,1.0,User8947,Male,Desktop,Bottom,Entertainment,Morning
6423.0,33.8,0.0,User6423,Female,Tablet,Side,Shopping,Afternoon
670.0,22.0,1.0,User670,Female,Desktop,Bottom,Shopping,Afternoon
9245.0,31.2,0.0,User9245,Female,Tablet,Top,Education,Morning
3232.0,22.0,0.0,User3232,Female,Tablet,Bottom,Entertainment,Night
6479.0,39.6,1.0,User6479,Male,Tablet,Side,Entertainment,Afternoon
